"X","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","ANPP","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.yr","managed","disturbed","history.no.info","biomes","variable.name.y","date.y","start.date.y","end.date.y","BNPP_root_fine","optional","AnnualMeanTemp","MeanDiurnalRange","Isothermality","TempSeasonality","MaxTWarmestMonth","MinTColdestMonth","TempRangeAnnual","MeanTWetQ","MeanTDryQ","MeanTWarmQ","MeanTColdQ","AnnualPre","PreWetMonth","PreDryMonth","PreSeasonality","PreWetQ","PreDryQ","PreWarmQ","PreColdQ","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays"
74,"Sylvania unmanaged hemlock-hardwood old-growth","Desai_2005_cnee",350,14106,"Sylvania","unmanaged hemlock-hardwood old-growth","woody","2TM","ANPP",NA,"2002","2003",2.12,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",46.24,-89.34,542,3.9,771,730,"Nearctic","Dfb","Temperate continental forest","NAC","1653","Initiation of post-disturbance cohort (natural)","1653","NAC","NAC",0,0,0,"temperate","BNPP_root_fine",NA,"2002","2003",0.99,TRUE,3.7,12.4,0.28,108.22,25.4,-18.3,43.7,15.8,-9.3,16.9,-11,839,107,28,37,296,111,295,114,65.8382309941521,206.079736842105,680.970175438597,128.602456140351
75,"Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Aragao_2009_aabn",999,14248,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP",NA,"2004","2006",8.93,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,740,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,"tropical","BNPP_root_fine",NA,"2004","2006",6.392,TRUE,25.3,11,0.74,10.77,32.4,17.6,14.8,26.1,23.7,26.3,23.7,2477,380,72,52,1041,233,957,233,63.9947368421053,0,1366.84210526316,111.731315789474
76,"Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Girardin_2010_nppa",999,14255,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP",NA,"2007","2008",9.5,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,740,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",6.8,TRUE,25.3,11,0.74,10.77,32.4,17.6,14.8,26.1,23.7,26.3,23.7,2477,380,72,52,1041,233,957,233,63.9947368421053,0,1366.84210526316,111.731315789474
77,"Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Girardin_2010_nppa",999,14254,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP",NA,"2007","2008",8.4,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,740,"Neotropics","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",6.8,TRUE,25.3,11,0.74,10.77,32.4,17.6,14.8,26.1,23.7,26.3,23.7,2477,380,72,52,1041,233,957,233,63.9947368421053,0,1366.84210526316,111.731315789474
78,"Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Aragao_2009_aabn",999,14271,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP",NA,"2004","2006",7.896,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,740,"Neotropics","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,"tropical","BNPP_root_fine",NA,"2004","2006",4.512,TRUE,25.4,10.9,0.74,10.49,32.4,17.7,14.7,26.1,23.8,26.3,23.8,2501,383,74,52,1049,238,964,262,63.9947368421053,0,1366.84210526316,111.731315789474
79,"Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Girardin_2010_nppa",999,14281,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP",NA,"2007","2008",8.2,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,740,"Neotropics","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",4.8,TRUE,25.4,10.9,0.74,10.49,32.4,17.7,14.7,26.1,23.8,26.3,23.8,2501,383,74,52,1049,238,964,262,63.9947368421053,0,1366.84210526316,111.731315789474
80,"Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Girardin_2010_nppa",999,14280,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP",NA,"2007","2008",7.2,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,740,"Neotropics","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",4.8,TRUE,25.4,10.9,0.74,10.49,32.4,17.7,14.7,26.1,23.8,26.3,23.8,2501,383,74,52,1049,238,964,262,63.9947368421053,0,1366.84210526316,111.731315789474
81,"Tapajos km 67 TAP67","Luyssaert_2007_cbob",999,5267,"Tapajos km 67","TAP67","woody","2TEB","ANPP","2005",NA,NA,9.84,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.85,-54.967,NA,25.72,1882.25,256,"Neotropics","Am","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,"tropical","BNPP_root_fine","2005",NA,NA,0.86,TRUE,25.2,9.7,0.79,5.6,31.6,19.4,12.2,24.8,25.8,26,24.7,2003,363,45,64,933,142,154,786,75.5223684210526,0,1123.08070175439,217.178947368421
82,"Thompson dry chronosequence d131 unmanaged","Bond-Lamberty_2004_corr",131,14666,"Thompson dry chronosequence d131","unmanaged","woody","2TEN","ANPP",NA,"1999","2001",1.11,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.88,-98.33,260,0.8,439,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1870","Initiation of post-disturbance cohort (natural)","1870","Burned","1870",0,0,0,"boreal","BNPP_root_fine",NA,"1999","2001",0.37,TRUE,-3.2,11.5,0.22,141.01,22.2,-30,52.2,14,-19.6,14,-22.3,511,83,18,49,220,62,220,65,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
83,"Thompson dry chronosequence d71 unmanaged","Bond-Lamberty_2004_corr",71,14742,"Thompson dry chronosequence d71","unmanaged","woody","2TEN","ANPP",NA,"1999","2001",1.47,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.88,-98.33,260,0.8,439,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1930","Initiation of post-disturbance cohort (natural)","1930","Burned","1930",0,0,0,"boreal","BNPP_root_fine",NA,"1999","2001",0.79,TRUE,-3.2,11.5,0.22,141.01,22.2,-30,52.2,14,-19.6,14,-22.3,511,83,18,49,220,62,220,65,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
84,"Thompson NSA (NOAS) NI","Gower_2001_nppa",53,14762,"Thompson NSA (NOAS)","NI","woody","2TDB","ANPP","1994",NA,NA,3.03,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.9,-98.47,259,-1.6,447,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1941","Initiation of post-disturbance cohort (planted or natural)","1941","NAC","NAC",0,0,0,"boreal","BNPP_root_fine","1994",NA,NA,0.4,TRUE,-3,11.4,0.21,140.68,22.3,-29.9,52.2,14.1,-19.5,14.1,-22.1,504,83,18,49,219,60,219,63,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
85,"Thompson NSA (NOBS) unmanaged","Gower_2001_nppa",114,14824,"Thompson NSA (NOBS)","unmanaged","woody","2TEN","ANPP","1994",NA,NA,1.19,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.879,-98.484,259,-0.2,352,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1880","Initiation of post-disturbance cohort (natural)","1880","Burned","1880",0,0,0,"boreal","BNPP_root_fine","1994",NA,NA,0.78,TRUE,-3.1,11.3,0.21,140.56,22.2,-29.9,52.1,14,-19.5,14,-22.1,507,83,18,49,220,60,220,64,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
86,"Thompson NSA (NOJP) NI","Gower_2001_nppa",63,14866,"Thompson NSA (NOJP)","NI","woody","2TEN","ANPP","1994",NA,NA,1.06,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.9,-98.47,259,-1.6,447,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1931","Initiation of post-disturbance cohort (planted or natural)","1931","NAC","NAC",0,0,0,"boreal","BNPP_root_fine","1994",NA,NA,0.86,TRUE,-3,11.4,0.21,140.68,22.3,-29.9,52.2,14.1,-19.5,14.1,-22.1,504,83,18,49,219,60,219,63,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
87,"Thompson wet chronosequence w131 unmanaged","Bond-Lamberty_2004_corr",131,14916,"Thompson wet chronosequence w131","unmanaged","woody","2TEN","ANPP",NA,"1999","2001",0.64,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.88,-98.33,260,0.8,439,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1870","Initiation of post-disturbance cohort (natural)","1870","Burned","1870",0,0,0,"boreal","BNPP_root_fine",NA,"1999","2001",0.13,TRUE,-3.2,11.5,0.22,141.01,22.2,-30,52.2,14,-19.6,14,-22.3,511,83,18,49,220,62,220,65,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
88,"Thompson wet chronosequence w71 unmanaged","Bond-Lamberty_2004_corr",71,14971,"Thompson wet chronosequence w71","unmanaged","woody","2TEN","ANPP",NA,"1999","2001",0.55,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",55.88,-98.33,260,0.8,439,93,"Nearctic","Dfc","Boreal coniferous forest","NAC","1930","Initiation of post-disturbance cohort (natural)","1930","Burned","1930",0,0,0,"boreal","BNPP_root_fine",NA,"1999","2001",0.42,TRUE,-3.2,11.5,0.22,141.01,22.2,-30,52.2,14,-19.6,14,-22.3,511,83,18,49,220,62,220,65,58.7209064327485,240.451929824561,525.350877192982,122.92298245614
89,"Tono unmanaged","Girardin_2010_nppa",999,17912,"Tono","unmanaged","woody","2TEB","ANPP","2005","2003","2007",3.619,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",2.42,TRUE,22.8,12,0.8,6.85,30.1,15.2,14.9,22.9,21.9,23.4,21.8,2749,389,103,44,1101,336,779,340,61.7873538011696,10.0759649122807,1058.62368421053,118.613947368421
90,"Tono unmanaged","Girardin_2010_nppa",999,15189,"Tono","unmanaged","woody","2TEB","ANPP",NA,"2007","2008",4.33,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",2.42,TRUE,22.8,12,0.8,6.85,30.1,15.2,14.9,22.9,21.9,23.4,21.8,2749,389,103,44,1101,336,779,340,61.7873538011696,10.0759649122807,1058.62368421053,118.613947368421
91,"Tono unmanaged","Girardin_2010_nppa",999,15188,"Tono","unmanaged","woody","2TEB","ANPP",NA,"2007","2008",3.83,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",2.42,TRUE,22.8,12,0.8,6.85,30.1,15.2,14.9,22.9,21.9,23.4,21.8,2749,389,103,44,1101,336,779,340,61.7873538011696,10.0759649122807,1058.62368421053,118.613947368421
92,"Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,17913,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP","2005","2003","2007",2.068,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.31,TRUE,14.2,15.1,0.75,10.86,23.2,3.3,19.9,14.6,12.6,15.3,12.6,359,62,6,59,164,30,103,31,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
93,"Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,15223,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",2.59,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.31,TRUE,14.2,15.1,0.75,10.86,23.2,3.3,19.9,14.6,12.6,15.3,12.6,359,62,6,59,164,30,103,31,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
94,"Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,15222,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",2.19,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.31,TRUE,14.2,15.1,0.75,10.86,23.2,3.3,19.9,14.6,12.6,15.3,12.6,359,62,6,59,164,30,103,31,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
95,"Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,15236,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",4,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.63,TRUE,14.2,15.1,0.75,10.86,23.2,3.3,19.9,14.6,12.6,15.3,12.6,359,62,6,59,164,30,103,31,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
96,"Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,17914,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP","2005","2003","2007",3.196,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.63,TRUE,14.2,15.1,0.75,10.86,23.2,3.3,19.9,14.6,12.6,15.3,12.6,359,62,6,59,164,30,103,31,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
97,"Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,15235,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",3.4,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.63,TRUE,14.2,15.1,0.75,10.86,23.2,3.3,19.9,14.6,12.6,15.3,12.6,359,62,6,59,164,30,103,31,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
98,"Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,15249,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",2.53,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.8,TRUE,19.5,13.9,0.79,7.86,28,10.6,17.4,19.7,18.5,20.4,18.4,1990,301,65,51,844,213,570,224,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
99,"Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,15248,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",2.23,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.8,TRUE,19.5,13.9,0.79,7.86,28,10.6,17.4,19.7,18.5,20.4,18.4,1990,301,65,51,844,213,570,224,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
100,"Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,17915,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP","2005","2003","2007",2.115,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",1.8,TRUE,19.5,13.9,0.79,7.86,28,10.6,17.4,19.7,18.5,20.4,18.4,1990,301,65,51,844,213,570,224,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
101,"Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,15261,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",2.23,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",3.26,TRUE,19.5,13.9,0.79,7.86,28,10.6,17.4,19.7,18.5,20.4,18.4,1990,301,65,51,844,213,570,224,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
102,"Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,15262,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP",NA,"2007","2008",2.53,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",3.26,TRUE,19.5,13.9,0.79,7.86,28,10.6,17.4,19.7,18.5,20.4,18.4,1990,301,65,51,844,213,570,224,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
103,"Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,17916,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP","2005","2003","2007",2.115,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,673,"Neotropics","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,"tropical","BNPP_root_fine",NA,"2007","2008",3.26,TRUE,19.5,13.9,0.79,7.86,28,10.6,17.4,19.7,18.5,20.4,18.4,1990,301,65,51,844,213,570,224,59.6845029239766,87.1179824561404,1106.25964912281,110.999912280702
104,"Tura natural regeneration after fire.Larix gmelinii forest","Luyssaert_2007_cbob",105,15306,"Tura","natural regeneration after fire.Larix gmelinii forest","woody","2TDN","ANPP",NA,"2000","2004",0.42,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.2,100.45,250,-8.9,360,760,"Palearctic","Dfc","Boreal mountain system","NAC","1899","Initiation of post-disturbance cohort (natural)","1899","Burned","1899",0,0,0,"boreal","BNPP_root_fine",NA,"2000","2004",1.5,TRUE,-9.1,12.9,0.19,185.17,23.9,-41.3,65.2,14,-29.3,14,-33.6,382,61,12,52,171,42,171,51,75.6824561403509,266.710877192982,408.519298245614,167.155
105,"Tura natural regeneration after fire.Larix gmelinii forest","Luyssaert_2007_cbob",105,15307,"Tura","natural regeneration after fire.Larix gmelinii forest","woody","2TDN","ANPP",NA,"2000","2004",0.48,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.2,100.45,250,-8.9,360,760,"Palearctic","Dfc","Boreal mountain system","NAC","1899","Initiation of post-disturbance cohort (natural)","1899","Burned","1899",0,0,0,"boreal","BNPP_root_fine",NA,"2000","2004",1.5,TRUE,-9.1,12.9,0.19,185.17,23.9,-41.3,65.2,14,-29.3,14,-33.6,382,61,12,52,171,42,171,51,75.6824561403509,266.710877192982,408.519298245614,167.155
106,"Tura, right bank of Kochechum River Larix gmelinii dominated mixed-age forest","Kajimoto_1999_aabb",190,15337,"Tura, right bank of Kochechum River","Larix gmelinii dominated mixed-age forest","woody","2TDN","ANPP","1995.413699",NA,NA,0.6251,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.316667,100.216667,200,-9.5,322,760,"Palearctic","Dfc","Boreal mountain system","0.1","1715","NAC","NAC","No disturbance","NI",0,1,0,"boreal","BNPP_root_fine","1995.413699",NA,NA,0.141,TRUE,-9,12.8,0.19,185.57,24.2,-41.3,65.5,14.2,-29.1,14.2,-33.4,380,61,12,52,170,42,170,51,75.6824561403509,266.710877192982,408.519298245614,167.155
107,"University of Michigan Biological Station (UMBS) unmanaged","Curtis_2002_baeb",90,15535,"University of Michigan Biological Station (UMBS)","unmanaged","woody","2TDB","ANPP","1999",NA,NA,3.18,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.583,-84.7,NA,6.2,750,360,"Nearctic","Dfb","Temperate continental forest","NAC","NAC","NAC","NAC","NAC","NAC",0,1,0,"temperate","BNPP_root_fine","1999",NA,NA,2.75,TRUE,5.9,11,0.28,96.26,25.8,-13.3,39.1,13.5,-6.1,17.8,-6.8,790,98,34,24,253,136,224,142,65.4760964912281,179.564736842105,0,130.710350877193
108,"University of Michigan unmanaged","Gough_2007_tloh",81,15512,"University of Michigan","unmanaged","woody","2TDB","ANPP","2004",NA,NA,3.24,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.59,-84.71,234,6.8,633.6,360,"Nearctic","Dfb","Temperate continental forest","NAC","NAC","NAC","NAC","No disturbance","1923",0,1,0,"temperate","BNPP_root_fine","2004",NA,NA,2.69,TRUE,5.9,11,0.28,96.19,25.8,-13.3,39.1,13.5,-6.1,17.8,-6.8,791,98,34,24,253,137,223,143,65.4760964912281,179.564736842105,0,130.710350877193
109,"Walker Branch (WB) Forest unmanaged","Curtis_2002_baeb",85,16157,"Walker Branch (WB) Forest","unmanaged","woody","2TDB","ANPP",NA,"1993","1999.99726",4.46,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.95,-84.283,310,13.8,1352,578,"Nearctic","Cfa","Temperate mountain system","NAC","NAC","Initiation of post-disturbance cohort (natural)","1940","Cultivation","NI",0,0,0,"temperate","BNPP_root_fine",NA,"1993","1999.99726",1.44,TRUE,14,13,0.37,79.21,30.9,-3.4,34.3,5,19.8,23.8,3.3,1351,144,79,16,374,266,335,363,61.9844298245614,84.3432456140351,1031.87894736842,120.117192982456
