"Koeppen","variable","percentage"
"Am","ANPP_woody_stem VapourPressure",11.5015974440895
"As","ANPP_woody_stem VapourPressure",3.19488817891374
"Aw","ANPP_woody_stem VapourPressure",9.26517571884984
"Cfa","ANPP_woody_stem VapourPressure",4.47284345047923
"Cfb","ANPP_woody_stem VapourPressure",10.5431309904153
"Csb","ANPP_woody_stem VapourPressure",6.38977635782748
"Cwa","ANPP_woody_stem VapourPressure",1.91693290734824
"Dfb","ANPP_woody_stem VapourPressure",0.319488817891374
"Dfc","ANPP_woody_stem VapourPressure",1.91693290734824
"Af","ANPP_woody_branch VapourPressure",22.972972972973
"Am","ANPP_woody_branch VapourPressure",1.35135135135135
"Aw","ANPP_woody_branch VapourPressure",6.75675675675676
"Cfa","ANPP_woody_branch VapourPressure",10.8108108108108
"Cfb","ANPP_woody_branch VapourPressure",18.9189189189189
"Csa","ANPP_woody_branch VapourPressure",1.35135135135135
"Csb","ANPP_woody_branch VapourPressure",27.027027027027
"Cwa","ANPP_woody_branch VapourPressure",4.05405405405405
"Dfb","ANPP_woody_branch VapourPressure",6.75675675675676
"Af","ANPP_woody Aridity",23.3333333333333
"Am","ANPP_woody Aridity",3.33333333333333
"As","ANPP_woody Aridity",1.66666666666667
"Cfb","ANPP_woody Aridity",21.6666666666667
"Csb","ANPP_woody Aridity",33.3333333333333
"Dfc","ANPP_woody Aridity",16.6666666666667
"Af","ANPP_woody_stem Aridity",50.4823151125402
"Am","ANPP_woody_stem Aridity",11.5755627009646
"As","ANPP_woody_stem Aridity",3.21543408360129
"Aw","ANPP_woody_stem Aridity",9.32475884244373
"Cfa","ANPP_woody_stem Aridity",4.18006430868167
"Cfb","ANPP_woody_stem Aridity",10.6109324758842
"Csb","ANPP_woody_stem Aridity",6.43086816720257
"Cwa","ANPP_woody_stem Aridity",1.92926045016077
"Dfb","ANPP_woody_stem Aridity",0.321543408360129
"Dfc","ANPP_woody_stem Aridity",1.92926045016077
"Af","ANPP_woody_branch Aridity",22.972972972973
"Am","ANPP_woody_branch Aridity",1.35135135135135
"Aw","ANPP_woody_branch Aridity",6.75675675675676
"Cfa","ANPP_woody_branch Aridity",10.8108108108108
"Cfb","ANPP_woody_branch Aridity",18.9189189189189
"Csa","ANPP_woody_branch Aridity",1.35135135135135
"Csb","ANPP_woody_branch Aridity",27.027027027027
"Cwa","ANPP_woody_branch Aridity",4.05405405405405
"Dfb","ANPP_woody_branch Aridity",6.75675675675676
"Af","ANPP_woody PotentialEvapotranspiration",23.3333333333333
"Am","ANPP_woody PotentialEvapotranspiration",3.33333333333333
"As","ANPP_woody PotentialEvapotranspiration",1.66666666666667
"Cfb","ANPP_woody PotentialEvapotranspiration",21.6666666666667
"Csb","ANPP_woody PotentialEvapotranspiration",33.3333333333333
"Dfc","ANPP_woody PotentialEvapotranspiration",16.6666666666667
"Af","ANPP_woody_stem PotentialEvapotranspiration",50.4823151125402
"Am","ANPP_woody_stem PotentialEvapotranspiration",11.5755627009646
"As","ANPP_woody_stem PotentialEvapotranspiration",3.21543408360129
"Aw","ANPP_woody_stem PotentialEvapotranspiration",9.32475884244373
"Cfa","ANPP_woody_stem PotentialEvapotranspiration",4.18006430868167
"Cfb","ANPP_woody_stem PotentialEvapotranspiration",10.6109324758842
"Csb","ANPP_woody_stem PotentialEvapotranspiration",6.43086816720257
"Cwa","ANPP_woody_stem PotentialEvapotranspiration",1.92926045016077
"Dfb","ANPP_woody_stem PotentialEvapotranspiration",0.321543408360129
"Dfc","ANPP_woody_stem PotentialEvapotranspiration",1.92926045016077
"Af","ANPP_woody_branch PotentialEvapotranspiration",22.972972972973
"Am","ANPP_woody_branch PotentialEvapotranspiration",1.35135135135135
"Aw","ANPP_woody_branch PotentialEvapotranspiration",6.75675675675676
"Cfa","ANPP_woody_branch PotentialEvapotranspiration",10.8108108108108
"Cfb","ANPP_woody_branch PotentialEvapotranspiration",18.9189189189189
"Csa","ANPP_woody_branch PotentialEvapotranspiration",1.35135135135135
"Csb","ANPP_woody_branch PotentialEvapotranspiration",27.027027027027
"Cwa","ANPP_woody_branch PotentialEvapotranspiration",4.05405405405405
"Dfb","ANPP_woody_branch PotentialEvapotranspiration",6.75675675675676
"Af","ANPP_woody VapourPressureDeficit",23.3333333333333
"Am","ANPP_woody VapourPressureDeficit",3.33333333333333
"As","ANPP_woody VapourPressureDeficit",1.66666666666667
"Cfb","ANPP_woody VapourPressureDeficit",21.6666666666667
"Csb","ANPP_woody VapourPressureDeficit",33.3333333333333
"Dfc","ANPP_woody VapourPressureDeficit",16.6666666666667
"Af","ANPP_woody_stem VapourPressureDeficit",50.4792332268371
"Am","ANPP_woody_stem VapourPressureDeficit",11.5015974440895
"As","ANPP_woody_stem VapourPressureDeficit",3.19488817891374
"Aw","ANPP_woody_stem VapourPressureDeficit",9.26517571884984
"Cfa","ANPP_woody_stem VapourPressureDeficit",4.47284345047923
"Cfb","ANPP_woody_stem VapourPressureDeficit",10.5431309904153
"Csb","ANPP_woody_stem VapourPressureDeficit",6.38977635782748
"Cwa","ANPP_woody_stem VapourPressureDeficit",1.91693290734824
"Dfb","ANPP_woody_stem VapourPressureDeficit",0.319488817891374
"Dfc","ANPP_woody_stem VapourPressureDeficit",1.91693290734824
"Af","ANPP_woody_branch VapourPressureDeficit",22.972972972973
"Am","ANPP_woody_branch VapourPressureDeficit",1.35135135135135
"Aw","ANPP_woody_branch VapourPressureDeficit",6.75675675675676
"Cfa","ANPP_woody_branch VapourPressureDeficit",10.8108108108108
"Cfb","ANPP_woody_branch VapourPressureDeficit",18.9189189189189
"Csa","ANPP_woody_branch VapourPressureDeficit",1.35135135135135
"Csb","ANPP_woody_branch VapourPressureDeficit",27.027027027027
"Cwa","ANPP_woody_branch VapourPressureDeficit",4.05405405405405
"Dfb","ANPP_woody_branch VapourPressureDeficit",6.75675675675676
